"id";"Name";"SkillLevel";"Effect";"Available";"Unlocked"
609;"Superstrength";2;"[""Extraordinary physical strength. Used to break things, lift them up, etc""]";0;0
610;"Superstrength";3;"[""Extraordinary physical strength. Used to break things, lift them up, etc""]";0;0
611;"Superstrength";4;"[""Extraordinary physical strength. Used to break things, lift them up, etc""]";0;0
612;"Superstrength";5;"[""Extraordinary physical strength. Used to break things, lift them up, etc""]";0;0
613;"Earth Mastery";1;"[""The power of an Earth Blade""]";0;0
614;"Earth Mastery";2;"[""The power of an Earth Blade""]";0;0
615;"Earth Mastery";3;"[""The power of an Earth Blade""]";0;0
616;"Earth Mastery";4;"[""The power of an Earth Blade""]";0;0
617;"Earth Mastery";5;"[""The power of an Earth Blade""]";0;0
618;"Focus";1;"[""The power to focus on one thing. Also used to control one's power""]";0;0
619;"Focus";2;"[""The power to focus on one thing. Also used to control one's power""]";0;0
620;"Focus";3;"[""The power to focus on one thing. Also used to control one's power""]";0;0
621;"Focus";4;"[""The power to focus on one thing. Also used to control one's power""]";0;0
622;"Focus";5;"[""The power to focus on one thing. Also used to control one's power""]";0;0
623;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
624;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
625;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
626;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
627;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
628;"Dark Serpent";1;"[""Increases aggro drawn from Specials by 60%""]";0;0
629;"Dark Serpent";2;"[""Increases aggro drawn from Specials by 70%""]";0;0
630;"Dark Serpent";3;"[""Increases aggro drawn from Specials by 80%""]";0;0
631;"Dark Serpent";4;"[""Increases aggro drawn from Specials by 90%""]";0;0
632;"Dark Serpent";5;"[""Increases aggro drawn from Specials by 100%""]";0;0
633;"Blade Vortex";1;"[""Increase damage dealt to enemies targeting the user by 60%""]";0;0
634;"Blade Vortex";2;"[""Increase damage dealt to enemies targeting the user by 70%""]";0;0
635;"Blade Vortex";3;"[""Increase damage dealt to enemies targeting the user by 80%""]";0;0
636;"Blade Vortex";4;"[""Increase damage dealt to enemies targeting the user by 90%""]";0;0
637;"Blade Vortex";5;"[""Increase damage dealt to enemies targeting the user by 100%""]";0;0
638;"Grim Moon";1;"[""Adds 1% chance to incapacitate enemy (fails on bosses and uniques)""]";0;0
639;"Grim Moon";2;"[""Adds 1.5% chance to incapacitate enemy (fails on bosses and uniques)""]";0;0
640;"Grim Moon";3;"[""Adds 2% chance to incapacitate enemy (fails on bosses and uniques)""]";0;0
641;"Grim Moon";4;"[""Adds 2.5% chance to incapacitate enemy (fails on bosses and uniques)""]";0;0
642;"Grim Moon";5;"[""Adds 3% chance to incapacitate enemy (fails on bosses and uniques)""]";0;0
643;"Eater of Men";1;"[""Increases damage dealt for each enemy incapacitated by 90% (max: 300%)""]";0;0
644;"Eater of Men";2;"[""Increases damage dealt for each enemy incapacitated by 105% (max: 300%)""]";0;0
645;"Eater of Men";3;"[""Increases damage dealt for each enemy incapacitated by 120% (max: 300%)""]";0;0
646;"Eater of Men";4;"[""Increases damage dealt for each enemy incapacitated by 135% (max: 300%)""]";0;0
647;"Eater of Men";5;"[""Increases damage dealt for each enemy incapacitated by 150% (max: 300%)""]";0;0
648;"Soulsucker";1;"[""Restores 45% HP each time an enemy is defeated""]";0;0
649;"Soulsucker";2;"[""Restores 53% HP each time an enemy is defeated""]";0;0
650;"Soulsucker";3;"[""Restores 60% HP each time an enemy is defeated""]";0;0
651;"Soulsucker";4;"[""Restores 68% HP each time an enemy is defeated""]";0;0
652;"Soulsucker";5;"[""Restores 75% HP each time an enemy is defeated""]";0;0
653;"Brandish";1;"[""1% chance of felling a humanoid on attack (fails on bosses/uniques)""]";0;0
654;"Brandish";2;"[""2% chance of felling a humanoid on attack (fails on bosses/uniques)""]";0;0
655;"Brandish";3;"[""3% chance of felling a humanoid on attack (fails on bosses/uniques)""]";0;0
656;"Brandish";4;"[""4% chance of felling a humanoid on attack (fails on bosses/uniques)""]";0;0
657;"Brandish";5;"[""5% chance of felling a humanoid on attack (fails on bosses/uniques)""]";0;0
658;"Dark Mastery";1;"[""The power of a Dark Blade.""]";0;0
659;"Dark Mastery";2;"[""The power of a Dark Blade.""]";0;0
660;"Dark Mastery";3;"[""The power of a Dark Blade.""]";0;0
661;"Leaping";1;"[""The power to jump. Used to reach high places""]";0;0
662;"Leaping";2;"[""The power to jump. Used to reach high places""]";0;0
663;"Leaping";3;"[""The power to jump. Used to reach high places""]";0;0
664;"Assassination";1;"[""Judge and punish those who do evil. Skill exclusive to Perceval""]";0;0
665;"Assassination";2;"[""Judge and punish those who do evil. Skill exclusive to Perceval""]";0;0
666;"Assassination";3;"[""Judge and punish those who do evil. Skill exclusive to Perceval""]";0;0
667;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
668;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
669;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
670;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
671;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart""]";0;0
672;"Blood Altar";1;"[""Increases damage dealt by 100% when HP is 30% or less""]";0;0
673;"Blood Altar";2;"[""Increases damage dealt by 110% when HP is 30% or less""]";0;0
674;"Blood Altar";3;"[""Increases damage dealt by 120% when HP is 30% or less""]";0;0
675;"Blood Altar";4;"[""Increases damage dealt by 130% when HP is 30% or less""]";0;0
676;"Blood Altar";5;"[""Increases damage dealt by 150% when HP is 30% or less""]";0;0
677;"Tainted Palace";1;"[""1% chance of felling a beast on attack (fails on bosses/uniques)""]";0;0
678;"Tainted Palace";2;"[""2% chance of felling a beast on attack (fails on bosses/uniques)""]";0;0
679;"Tainted Palace";3;"[""3% chance of felling a beast on attack (fails on bosses/uniques)""]";0;0
680;"Tainted Palace";4;"[""4% chance of felling a beast on attack (fails on bosses/uniques)""]";0;0
681;"Tainted Palace";5;"[""5% chance of felling a beast on attack (fails on bosses/uniques)""]";0;0
682;"Accursed Prison";1;"[""Adds a 60% chance of dealing a guard-annulling attack.""]";0;0
683;"Accursed Prison";2;"[""Adds a 70% chance of dealing a guard-annulling attack.""]";0;0
684;"Accursed Prison";3;"[""Adds a 80% chance of dealing a guard-annulling attack.""]";0;0
685;"Accursed Prison";4;"[""Adds a 90% chance of dealing a guard-annulling attack.""]";0;0
686;"Accursed Prison";5;"[""Adds a 100% chance of dealing a guard-annulling attack.""]";0;0
687;"Violence Machine";1;"[""Increases damage dealt by 25% each time a Special is used (max: 300%)""]";0;0
688;"Violence Machine";2;"[""Increases damage dealt by 30% each time a Special is used (max: 300%)""]";0;0
689;"Violence Machine";3;"[""Increases damage dealt by 35% each time a Special is used (max: 300%)""]";0;0
690;"Violence Machine";4;"[""Increases damage dealt by 40% each time a Special is used (max: 300%)""]";0;0
691;"Violence Machine";5;"[""Increases damage dealt by 50% each time a Special is used (max: 300%)""]";0;0
692;"Void Lance";1;"[""Increases damage dealt from the side by 20%""]";0;0
693;"Void Lance";2;"[""Increases damage dealt from the side by 40%""]";0;0
694;"Void Lance";3;"[""Increases damage dealt from the side by 60%""]";0;0
695;"Void Lance";4;"[""Increases damage dealt from the side by 80%""]";0;0
696;"Void Lance";5;"[""Increases damage dealt from the side by 100%""]";0;0
697;"Overture of Blood";1;"[""Increases damage dealt to launched enemies by 50%""]";0;0
698;"Overture of Blood";2;"[""Increases damage dealt to launched enemies by 75%""]";0;0
699;"Overture of Blood";3;"[""Increases damage dealt to launched enemies by 100%""]";0;0
700;"Overture of Blood";4;"[""Increases damage dealt to launched enemies by 125%""]";0;0
701;"Overture of Blood";5;"[""Increases damage dealt to launched enemies by 150%""]";0;0
702;"Dark Mastery";1;"[""The power of a Dark Blade""]";0;0
703;"Dark Mastery";2;"[""The power of a Dark Blade""]";0;0
704;"Dark Mastery";3;"[""The power of a Dark Blade""]";0;0
705;"Weaving";1;"[""Use looms to weave gorgeous fabrics. Skill exclusive to Vale""]";0;0
706;"Weaving";2;"[""Use looms to weave gorgeous fabrics. Skill exclusive to Vale""]";0;0
707;"Weaving";3;"[""Use looms to weave gorgeous fabrics. Skill exclusive to Vale""]";0;0
708;"Girl's Talk";1;"[""Talk openly, girl-to-girl""]";0;0
709;"Girl's Talk";2;"[""Talk openly, girl-to-girl""]";0;0
710;"Girl's Talk";3;"[""Talk openly, girl-to-girl""]";0;0
711;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
712;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
713;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
714;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
715;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart""]";0;0
716;"Heliodor Passion";1;"[""Increases damage to launched enemies by 100%""]";0;0
717;"Heliodor Passion";2;"[""Increases damage to launched enemies by 110%""]";0;0
718;"Heliodor Passion";3;"[""Increases damage to launched enemies by 120%""]";0;0
719;"Heliodor Passion";4;"[""Increases damage to launched enemies by 130%""]";0;0
720;"Heliodor Passion";5;"[""Increases damage to launched enemies by 150%""]";0;0
721;"Star Beryl Courage";1;"[""Increases damage dealt to toppled enemies by 100%""]";0;0
722;"Star Beryl Courage";2;"[""Increases damage dealt to toppled enemies by 110%""]";0;0
723;"Star Beryl Courage";3;"[""Increases damage dealt to toppled enemies by 120%""]";0;0
724;"Star Beryl Courage";4;"[""Increases damage dealt to toppled enemies by 130%""]";0;0
725;"Star Beryl Courage";5;"[""Increases damage dealt to toppled enemies by 150%""]";0;0
726;"Rhodochrosite Might";1;"[""Increases critical damage by 25%""]";0;0
727;"Rhodochrosite Might";2;"[""Increases critical damage by 40%""]";0;0
728;"Rhodochrosite Might";3;"[""Increases critical damage by 55%""]";0;0
729;"Rhodochrosite Might";4;"[""Increases critical damage by 70%""]";0;0
730;"Rhodochrosite Might";5;"[""Increases critical damage by 85%""]";0;0
731;"Razor-Sharp Iolite";1;"[""Increases damage dealt by the party by 25% when at max Affinity""]";0;0
732;"Razor-Sharp Iolite";2;"[""Increases damage dealt by the party by 30% when at max Affinity""]";0;0
733;"Razor-Sharp Iolite";3;"[""Increases damage dealt by the party by 35% when at max Affinity""]";0;0
734;"Razor-Sharp Iolite";4;"[""Increases damage dealt by the party by 40% when at max Affinity""]";0;0
735;"Razor-Sharp Iolite";5;"[""Increases damage dealt by the party by 50% when at max Affinity""]";0;0
736;"Tanzanite Pursuer";1;"[""Increases damage dealt to toppled enemies by 50%""]";0;0
737;"Tanzanite Pursuer";2;"[""Increases damage dealt to toppled enemies by 75%""]";0;0
738;"Tanzanite Pursuer";3;"[""Increases damage dealt to toppled enemies by 100%""]";0;0
739;"Tanzanite Pursuer";4;"[""Increases damage dealt to toppled enemies by 125%""]";0;0
740;"Tanzanite Pursuer";5;"[""Increases damage dealt to toppled enemies by 150%""]";0;0
741;"Tiger's Eye Wrecker";1;"[""Increases damage dealt to insects by 40%""]";0;0
742;"Tiger's Eye Wrecker";2;"[""Increases damage dealt to insects by 50%""]";0;0
743;"Tiger's Eye Wrecker";3;"[""Increases damage dealt to insects by 60%""]";0;0
744;"Tiger's Eye Wrecker";4;"[""Increases damage dealt to insects by 70%""]";0;0
745;"Tiger's Eye Wrecker";5;"[""Increases damage dealt to insects by 80%""]";0;0
746;"Prospecting";1;"[""Discover never-before-seen precious stones. Skill exclusive to Agate""]";0;0
747;"Prospecting";2;"[""Discover never-before-seen precious stones. Skill exclusive to Agate""]";0;0
748;"Prospecting";3;"[""Discover never-before-seen precious stones. Skill exclusive to Agate""]";0;0
749;"Minerology";1;"[""Knowledge related to minerals""]";0;0
750;"Minerology";2;"[""Knowledge related to minerals""]";0;0
751;"Minerology";3;"[""Knowledge related to minerals""]";0;0
752;"Keen Eye";1;"[""The power to see things clearly. Used to notice small changes, etc.""]";0;0
753;"Keen Eye";2;"[""The power to see things clearly. Used to notice small changes, etc.""]";0;0
754;"Keen Eye";3;"[""The power to see things clearly. Used to notice small changes, etc.""]";0;0
755;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
756;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
757;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
758;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
759;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart""]";0;0
760;"Innocent Teardrop";1;"[""Increases Affinity by 60 when using a Special""]";0;0
761;"Innocent Teardrop";2;"[""Increases Affinity by 70 when using a Special""]";0;0
762;"Innocent Teardrop";3;"[""Increases Affinity by 80 when using a Special""]";0;0
763;"Innocent Teardrop";4;"[""Increases Affinity by 90 when using a Special""]";0;0
764;"Innocent Teardrop";5;"[""Increases Affinity by 100 when using a Special""]";0;0
765;"Bittersweet Dreams";1;"[""Reduces 20% of aggro toward user upon landing a hit.""]";0;0
766;"Bittersweet Dreams";2;"[""Reduces 25% of aggro toward user upon landing a hit.""]";0;0
767;"Bittersweet Dreams";3;"[""Reduces 30% of aggro toward user upon landing a hit.""]";0;0
768;"Bittersweet Dreams";4;"[""Reduces 35% of aggro toward user upon landing a hit.""]";0;0
769;"Bittersweet Dreams";5;"[""Reduces 40% of aggro toward user upon landing a hit.""]";0;0
770;"Leave Me Alone";1;"[""Increases damage dealt to toppled enemies by 100%""]";0;0
771;"Leave Me Alone";2;"[""Increases damage dealt to toppled enemies by 110%""]";0;0
772;"Leave Me Alone";3;"[""Increases damage dealt to toppled enemies by 120%""]";0;0
773;"Leave Me Alone";4;"[""Increases damage dealt to toppled enemies by 130%""]";0;0
774;"Leave Me Alone";5;"[""Increases damage dealt to toppled enemies by 150%""]";0;0
775;"FTL";1;"[""Reduces party damage taken by 10% at max Affinity""]";0;0
776;"FTL";2;"[""Reduces party damage taken by 12% at max Affinity""]";0;0
777;"FTL";3;"[""Reduces party damage taken by 15% at max Affinity""]";0;0
778;"FTL";4;"[""Reduces party damage taken by 17% at max Affinity""]";0;0
779;"FTL";5;"[""Reduces party damage taken by 20% at max Affinity""]";0;0
780;"IMD";1;"[""Raises physical defense by 5%""]";0;0
781;"IMD";2;"[""Raises physical defense by 7%""]";0;0
782;"IMD";3;"[""Raises physical defense by 10%""]";0;0
783;"IMD";4;"[""Raises physical defense by 12%""]";0;0
784;"IMD";5;"[""Raises physical defense by 15%""]";0;0
785;"FAS";1;"[""Increases damage dealt to aquatic enemies by 40%""]";0;0
786;"FAS";2;"[""Increases damage dealt to aquatic enemies by 50%""]";0;0
787;"FAS";3;"[""Increases damage dealt to aquatic enemies by 60%""]";0;0
788;"FAS";4;"[""Increases damage dealt to aquatic enemies by 70%""]";0;0
789;"FAS";5;"[""Increases damage dealt to aquatic enemies by 80%""]";0;0
790;"Keen Eye";1;"[""The power to see things clearly. Used to notice small changes, etc.""]";0;0
791;"Keen Eye";2;"[""The power to see things clearly. Used to notice small changes, etc.""]";0;0
792;"Keen Eye";3;"[""The power to see things clearly. Used to notice small changes, etc.""]";0;0
793;"Fortitude";1;"[""The power to endure hardships. It even helps cope with boring jobs""]";0;0
794;"Fortitude";2;"[""The power to endure hardships. It even helps cope with boring jobs""]";0;0
795;"Fortitude";3;"[""The power to endure hardships. It even helps cope with boring jobs""]";0;0
796;"Patissier";1;"[""Enjoy making tasty sweet things. Skill exclusive to Gorg""]";0;0
797;"Patissier";2;"[""Enjoy making tasty sweet things. Skill exclusive to Gorg""]";0;0
798;"Patissier";3;"[""Enjoy making tasty sweet things. Skill exclusive to Gorg""]";0;0
799;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
800;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
801;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
802;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
803;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
804;"Open Wide!";1;"[""Absorbs 60% of critical damage dealt as HP""]";0;0
805;"Open Wide!";2;"[""Absorbs 70% of critical damage dealt as HP""]";0;0
806;"Open Wide!";3;"[""Absorbs 80% of critical damage dealt as HP""]";0;0
807;"Open Wide!";4;"[""Absorbs 90% of critical damage dealt as HP""]";0;0
808;"Open Wide!";5;"[""Absorbs 100% of critical damage dealt as HP""]";0;0
809;"Snack on This!";1;"[""Restores 10% HP of damage dealt when a Special connects""]";0;0
810;"Snack on This!";2;"[""Restores 12% HP of damage dealt when a Special connects""]";0;0
811;"Snack on This!";3;"[""Restores 15% HP of damage dealt when a Special connects""]";0;0
812;"Snack on This!";4;"[""Restores 17% HP of damage dealt when a Special connects""]";0;0
813;"Snack on This!";5;"[""Restores 20% HP of damage dealt when a Special connects""]";0;0
814;"Gobble 'em Up";1;"[""When landing a hit, restores 30% of damage dealt to the whole party""]";0;0
815;"Gobble 'em Up";2;"[""When landing a hit, restores 35% of damage dealt to the whole party""]";0;0
816;"Gobble 'em Up";3;"[""When landing a hit, restores 40% of damage dealt to the whole party""]";0;0
817;"Gobble 'em Up";4;"[""When landing a hit, restores 45% of damage dealt to the whole party""]";0;0
818;"Gobble 'em Up";5;"[""When landing a hit, restores 50% of damage dealt to the whole party""]";0;0
819;"Tasty Snack";1;"[""Heals party for 40% HP when defeating an enemy""]";0;0
820;"Tasty Snack";2;"[""Heals party for 45% HP when defeating an enemy""]";0;0
821;"Tasty Snack";3;"[""Heals party for 50% HP when defeating an enemy""]";0;0
822;"Tasty Snack";4;"[""Heals party for 55% HP when defeating an enemy""]";0;0
823;"Tasty Snack";5;"[""Heals party for 60% HP when defeating an enemy""]";0;0
824;"Look Out!";1;"[""Increases evasion rate by 15% when Affinity is at max""]";0;0
825;"Look Out!";2;"[""Increases evasion rate by 23% when Affinity is at max""]";0;0
826;"Look Out!";3;"[""Increases evasion rate by 30% when Affinity is at max""]";0;0
827;"Look Out!";4;"[""Increases evasion rate by 38% when Affinity is at max""]";0;0
828;"Look Out!";5;"[""Increases evasion rate by 45% when Affinity is at max""]";0;0
829;"Twang!";1;"[""Adds 30% chance of Knockback when attacked by an enemy""]";0;0
830;"Twang!";2;"[""Adds 35% chance of Knockback when attacked by an enemy""]";0;0
831;"Twang!";3;"[""Adds 40% chance of Knockback when attacked by an enemy""]";0;0
832;"Twang!";4;"[""Adds 45% chance of Knockback when attacked by an enemy""]";0;0
833;"Twang!";5;"[""Adds 50% chance of Knockback when attacked by an enemy""]";0;0
834;"Nopon Wisdom";1;"[""Knowledge related to Nopon. Decode writing, speak Nopon, etc""]";0;0
835;"Nopon Wisdom";2;"[""Knowledge related to Nopon. Decode writing, speak Nopon, etc""]";0;0
836;"Nopon Wisdom";3;"[""Knowledge related to Nopon. Decode writing, speak Nopon, etc""]";0;0
837;"Salvaging Mastery";1;"[""Knowledge related to salvaging""]";0;0
838;"Salvaging Mastery";2;"[""Knowledge related to salvaging""]";0;0
839;"Salvaging Mastery";3;"[""Knowledge related to salvaging""]";0;0
840;"Fleet of Foot";1;"[""Move faster than the eye can see. Skill exclusive to Boreas""]";0;0
841;"Fleet of Foot";2;"[""Move faster than the eye can see. Skill exclusive to Boreas""]";0;0
842;"Fleet of Foot";3;"[""Move faster than the eye can see. Skill exclusive to Boreas""]";0;0
843;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
844;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
845;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
846;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
847;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
848;"Flame Crown";1;"[""Increases damage dealt to aquatic organisms by 60%""]";0;0
849;"Flame Crown";2;"[""Increases damage dealt to aquatic organisms by 70%""]";0;0
850;"Flame Crown";3;"[""Increases damage dealt to aquatic organisms by 80%""]";0;0
851;"Flame Crown";4;"[""Increases damage dealt to aquatic organisms by 90%""]";0;0
852;"Flame Crown";5;"[""Increases damage dealt to aquatic organisms by 100%""]";0;0
853;"Tyrant Crush";1;"[""Increases critical damage by 25%""]";0;0
854;"Tyrant Crush";2;"[""Increases critical damage by 40%""]";0;0
855;"Tyrant Crush";3;"[""Increases critical damage by 55%""]";0;0
856;"Tyrant Crush";4;"[""Increases critical damage by 70%""]";0;0
857;"Tyrant Crush";5;"[""Increases critical damage by 85%""]";0;0
858;"Kaiser Flare";1;"[""Increases damage dealt by 100% when HP is 30% or less""]";0;0
859;"Kaiser Flare";2;"[""Increases damage dealt by 110% when HP is 30% or less""]";0;0
860;"Kaiser Flare";3;"[""Increases damage dealt by 120% when HP is 30% or less""]";0;0
861;"Kaiser Flare";4;"[""Increases damage dealt by 130% when HP is 30% or less""]";0;0
862;"Kaiser Flare";5;"[""Increases damage dealt by 150% when HP is 30% or less""]";0;0
863;"Kaiser Zone";1;"[""Increases damage dealt and AOE of attacks by 40% at max Affinity""]";0;0
864;"Kaiser Zone";2;"[""Increases damage dealt and AOE of attacks by 45% at max Affinity""]";0;0
865;"Kaiser Zone";3;"[""Increases damage dealt and AOE of attacks by 50% at max Affinity""]";0;0
866;"Kaiser Zone";4;"[""Increases damage dealt and AOE of attacks by 55% at max Affinity""]";0;0
867;"Kaiser Zone";5;"[""Increases damage dealt and AOE of attacks by 60% at max Affinity""]";0;0
868;"Regal Presence";1;"[""Increases Blade Combo damage by 10%""]";0;0
869;"Regal Presence";2;"[""Increases Blade Combo damage by 15%""]";0;0
870;"Regal Presence";3;"[""Increases Blade Combo damage by 20%""]";0;0
871;"Regal Presence";4;"[""Increases Blade Combo damage by 25%""]";0;0
872;"Regal Presence";5;"[""Increases Blade Combo damage by 30%""]";0;0
873;"Gold Effect";1;"[""Increases the enemy gold drop rate by 30%""]";0;0
874;"Gold Effect";2;"[""Increases the enemy gold drop rate by 35%""]";0;0
875;"Gold Effect";3;"[""Increases the enemy gold drop rate by 40%""]";0;0
876;"Gold Effect";4;"[""Increases the enemy gold drop rate by 45%""]";0;0
877;"Gold Effect";5;"[""Increases the enemy gold drop rate by 50%""]";0;0
878;"Cavalier Attitude";1;"[""The belief that kings should delegate work to subjects. Exclusive to Dagas""]";0;0
879;"Cavalier Attitude";2;"[""The belief that kings should delegate work to subjects. Exclusive to Dagas""]";0;0
880;"Cavalier Attitude";3;"[""The belief that kings should delegate work to subjects. Exclusive to Dagas""]";0;0
881;"Cavalier Attitude";4;"[""The belief that kings should delegate work to subjects. Exclusive to Dagas""]";0;0
882;"Cavalier Attitude";5;"[""The belief that kings should delegate work to subjects. Exclusive to Dagas""]";0;0
883;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
884;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
885;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
886;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
887;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
888;"Flame Crown";1;"[""Increases damage dealt to aquatic organisms by 60%""]";0;0
889;"Flame Crown";2;"[""Increases damage dealt to aquatic organisms by 70%""]";0;0
890;"Flame Crown";3;"[""Increases damage dealt to aquatic organisms by 80%""]";0;0
891;"Flame Crown";4;"[""Increases damage dealt to aquatic organisms by 90%""]";0;0
892;"Flame Crown";5;"[""Increases damage dealt to aquatic organisms by 100%""]";0;0
893;"Tyrant Crush";1;"[""Increases critical damage by 25%""]";0;0
894;"Tyrant Crush";2;"[""Increases critical damage by 40%""]";0;0
895;"Tyrant Crush";3;"[""Increases critical damage by 55%""]";0;0
896;"Tyrant Crush";4;"[""Increases critical damage by 70%""]";0;0
897;"Tyrant Crush";5;"[""Increases critical damage by 85%""]";0;0
898;"Kaiser Flare";1;"[""Increases damage dealt by 100% when HP is 30% or less""]";0;0
899;"Kaiser Flare";2;"[""Increases damage dealt by 110% when HP is 30% or less""]";0;0
900;"Kaiser Flare";3;"[""Increases damage dealt by 120% when HP is 30% or less""]";0;0
901;"Kaiser Flare";4;"[""Increases damage dealt by 130% when HP is 30% or less""]";0;0
902;"Kaiser Flare";5;"[""Increases damage dealt by 150% when HP is 30% or less""]";0;0
903;"Kaiser Zone";1;"[""Increases damage dealt and AOE of attacks by 80% at max Affinity""]";0;0
904;"Kaiser Zone";2;"[""Increases damage dealt and AOE of attacks by 90% at max Affinity""]";0;0
905;"Kaiser Zone";3;"[""Increases damage dealt and AOE of attacks by 100% at max Affinity""]";0;0
906;"Kaiser Zone";4;"[""Increases damage dealt and AOE of attacks by 110% at max Affinity""]";0;0
907;"Kaiser Zone";5;"[""Increases damage dealt and AOE of attacks by 120% at max Affinity""]";0;0
908;"Regal Presence";1;"[""Increases Blade Combo damage by 20%""]";0;0
909;"Regal Presence";2;"[""Increases Blade Combo damage by 30%""]";0;0
910;"Regal Presence";3;"[""Increases Blade Combo damage by 40%""]";0;0
911;"Regal Presence";4;"[""Increases Blade Combo damage by 50%""]";0;0
912;"Regal Presence";5;"[""Increases Blade Combo damage by 60%""]";0;0
913;"Gold Effect";1;"[""Increases the enemy gold drop rate by 60%""]";0;0
914;"Gold Effect";2;"[""Increases the enemy gold drop rate by 70%""]";0;0
915;"Gold Effect";3;"[""Increases the enemy gold drop rate by 80%""]";0;0
916;"Gold Effect";4;"[""Increases the enemy gold drop rate by 90%""]";0;0
917;"Gold Effect";5;"[""Increases the enemy gold drop rate by 100%""]";0;0
918;"Nopon Wisdom";1;"[""Knowledge related to Nopon. Decode writing, speak Nopon, etc""]";0;0
919;"Nopon Wisdom";2;"[""Knowledge related to Nopon. Decode writing, speak Nopon, etc""]";0;0
920;"Nopon Wisdom";3;"[""Knowledge related to Nopon. Decode writing, speak Nopon, etc""]";0;0
921;"Mineralogy";1;"[""Knowledge related to minerals""]";0;0
922;"Mineralogy";2;"[""Knowledge related to minerals""]";0;0
923;"Mineralogy";3;"[""Knowledge related to minerals""]";0;0
924;"Ancient Wisdom";1;"[""Knowledge of ancient civilizations. Used to decode writing, etc""]";0;0
925;"Ancient Wisdom";2;"[""Knowledge of ancient civilizations. Used to decode writing, etc""]";0;0
926;"Ancient Wisdom";3;"[""Knowledge of ancient civilizations. Used to decode writing, etc""]";0;0
927;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
928;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
929;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
930;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
931;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart""]";0;0
932;"Sentimental Burst";1;"[""Increases aggro drawn from Specials by 60%""]";0;0
933;"Sentimental Burst";2;"[""Increases aggro drawn from Specials by 70%""]";0;0
934;"Sentimental Burst";3;"[""Increases aggro drawn from Specials by 80%""]";0;0
935;"Sentimental Burst";4;"[""Increases aggro drawn from Specials by 90%""]";0;0
936;"Sentimental Burst";5;"[""Increases aggro drawn from Specials by 100%""]";0;0
937;"Hidden Emotion";1;"[""Increase damage dealt to enemies targeting the user by 60%""]";0;0
938;"Hidden Emotion";2;"[""Increase damage dealt to enemies targeting the user by 70%""]";0;0
939;"Hidden Emotion";3;"[""Increase damage dealt to enemies targeting the user by 80%""]";0;0
940;"Hidden Emotion";4;"[""Increase damage dealt to enemies targeting the user by 90%""]";0;0
