"id";"RequiredBy";"OtherPrerequisiteName";"OtherPrerequisiteDetail";"StoryProgress";"DLCRequired";"Location";"Heart2HeartTitle";"SideQuest";"MercMissionTitle";"MonsterTitle";"MonsterType";"AffinityChartNode";"PouchItemType";"PouchItem";"Progress"
333;410;"Finish an enemy - Normal";4;0;0;0;0;0;0;129;0;0;0;0;0
334;411;"Use a move";10;0;0;0;0;0;0;0;0;407;0;0;0
335;413;"Finish an enemy - Volff Species";6;0;0;0;0;0;0;0;90;0;0;0;0
336;414;"Use a move";6;0;0;0;0;0;0;0;0;412;0;0;0
337;415;"Deal a certain amount of total damage";4800;0;0;0;0;0;0;0;0;0;0;0;0
338;416;"Deal a certain amount of total damage";48000;0;0;0;0;0;0;0;0;0;0;0;0
339;418;"Raise Affinity in combat";2;0;0;0;0;0;0;0;0;0;0;0;0
340;419;"Raise Affinity in combat";5;0;0;0;0;0;0;0;0;0;0;0;0
341;420;"Swim - Previous instances count toward total";1000;0;0;0;0;0;0;0;0;0;0;0;0
342;421;"Finish an enemy - Any";250;0;0;0;0;0;0;0;0;0;0;0;0
343;423;"Use pouch item (Pandoria's fav - Meat type)";4;0;0;0;0;0;0;0;0;0;8;0;0
344;424;"Blade combo";7;0;0;0;0;0;0;0;0;0;0;0;0
345;425;"Blade combo";10;0;0;0;0;0;0;0;0;0;0;0;0
346;426;"Evade an attack";250;0;0;0;0;0;0;0;0;0;0;0;0
347;427;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
348;428;"Use a Blade Art";5;0;0;0;0;0;0;0;0;0;0;0;0
349;429;"Use a Blade Art";6;0;0;0;0;0;0;0;0;0;0;0;0
350;430;"Heart-to-heart";1;0;0;0;73;0;0;0;0;0;0;0;0
351;431;"Discover a secret area - Previous instances count toward total";12;0;0;0;0;0;0;0;0;0;0;0;0
352;433;"Finish an enemy - Normal";5;0;0;0;0;0;0;850;0;0;0;0;0
353;434;"Finish an enemy - Normal";4;0;0;0;0;0;0;571;0;0;0;0;0
354;435;"Use a Blade Art";3;0;0;0;0;0;0;0;0;0;0;0;0
355;436;"Open Treasure troves";50;0;0;0;0;0;0;0;0;0;0;0;0
356;437;"Open Treasure troves";200;0;0;0;0;0;0;0;0;0;0;0;0
357;439;"Gather item from Collectibles list - Fish type";25;0;0;0;0;0;0;0;0;0;17;0;0
358;440;"Gather item from Collectibles list - Fish type";30;0;0;0;0;0;0;0;0;0;17;0;0
359;442;"Trust";100;0;0;0;0;0;0;0;0;0;0;0;0
360;443;"Trust";1300;0;0;0;0;0;0;0;0;0;0;0;0
361;444;"Trust";3300;0;0;0;0;0;0;0;0;0;0;0;0
362;445;"Trust";7800;0;0;0;0;0;0;0;0;0;0;0;0
363;447;"Heal HP using Specials";40000;0;0;0;0;0;0;0;0;0;0;0;0
364;448;"Use a move";11;0;0;0;0;0;0;0;0;446;0;0;0
365;449;"Blade combo";10;0;0;0;0;0;0;0;0;0;0;0;0
366;450;"Heal HP using Specials";400000;0;0;0;0;0;0;0;0;0;0;0;0
367;452;"Finish an enemy - Normal";5;0;0;0;0;0;0;1011;0;0;0;0;0
368;453;"Heal HP using Specials";80000;0;0;0;0;0;0;0;0;0;0;0;0
369;454;"Use a move";9;0;0;0;0;0;0;0;0;451;0;0;0
370;455;"Finish an enemy - Normal";5;0;0;0;0;0;0;888;0;0;0;0;0
371;457;"Use a move";5;0;0;0;0;0;0;0;0;456;0;0;0
372;458;"Finish an enemy - Normal";5;0;0;0;0;0;0;813;0;0;0;0;0
373;459;"Heal HP using Specials";160000;0;0;0;0;0;0;0;0;0;0;0;0
374;460;"Use a move";8;0;0;0;0;0;0;0;0;456;0;0;0
375;461;"Raise Affinity in combat";3;0;0;0;0;0;0;0;0;0;0;0;0
376;462;"Raise Affinity in combat";2;0;0;0;0;0;0;0;0;0;0;0;0
377;463;"Heart-to-heart";1;0;0;0;66;0;0;0;0;0;0;0;0
378;464;"Raise Affinity in combat";6;0;0;0;0;0;0;0;0;0;0;0;0
379;465;"Sell items and earn money";400000;0;0;0;0;0;0;0;0;0;0;0;0
380;467;"Block an attack";5;0;0;0;0;0;0;0;0;0;0;0;0
381;468;"Block an attack";7;0;0;0;0;0;0;0;0;0;0;0;0
382;469;"Heart-to-heart";1;0;0;0;15;0;0;0;0;0;0;0;0
383;470;"Fall from a high place";250;0;0;0;0;0;0;0;0;0;0;0;0
384;471;"Driver combo";2;0;0;0;0;0;0;0;0;0;0;0;0
385;472;"Chain attack";2;0;0;0;0;0;0;0;0;0;0;0;0
386;473;"Blade combo";7;0;0;0;0;0;0;0;0;0;0;0;0
387;474;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
388;475;"Acquire money";600000;0;0;0;0;0;0;0;0;0;0;0;0
389;477;"Use pouch item (Nia's fav - Seafood)";4;0;0;0;0;0;0;0;0;0;9;0;0
390;478;"Use pouch item (Nia's fav - Vegetable)";4;0;0;0;0;0;0;0;0;0;0;142;0
391;480;"Gather item from Collectibles list - Tree type";25;0;0;0;0;0;0;0;0;0;21;0;0
392;481;"Gather item from Collectibles list - Tree type";30;0;0;0;0;0;0;0;0;0;21;0;0
393;483;"Engage in combat - alongside Pyra or Mythra";10;0;0;0;0;0;0;0;0;0;0;0;0
394;484;"Engage in combat - alongside Pyra or Mythra";15;0;0;0;0;0;0;0;0;0;0;0;0
395;486;"Trust";100;0;0;0;0;0;0;0;0;0;0;0;0
396;487;"Trust";1300;0;0;0;0;0;0;0;0;0;0;0;0
397;488;"Trust";3800;0;0;0;0;0;0;0;0;0;0;0;0
398;489;"Trust";9800;0;0;0;0;0;0;0;0;0;0;0;0
399;491;"Blade combo";5;0;0;0;0;0;0;0;0;0;0;0;0
400;492;"Blade combo";7;0;0;0;0;0;0;0;0;0;0;0;0
401;493;"Blade combo";10;0;0;0;0;0;0;0;0;0;0;0;0
402;494;"Blade combo finisher";3;0;0;0;0;0;0;0;0;0;0;0;0
403;496;"Finish an enemy - Normal";6;0;0;0;0;0;0;819;0;0;0;0;0
404;497;"Use a move";8;0;0;0;0;0;0;0;0;495;0;0;0
405;498;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
406;499;"Use a move";10;0;0;0;0;0;0;0;0;495;0;0;0
407;501;"Driver combo";5;0;0;0;0;0;0;0;0;0;0;0;0
408;502;"Use a move";6;0;0;0;0;0;0;0;0;500;0;0;0
409;503;"Finish an enemy - Normal";4;0;0;0;0;0;0;938;0;0;0;0;0
410;504;"Finish an enemy - Unique";1;0;0;0;0;0;0;40;0;0;0;0;0
411;506;"Raise Affinity in combat";2;0;0;0;0;0;0;0;0;0;0;0;0
412;507;"Development Level - Mor Ardain";5;4;0;188;0;0;0;0;0;0;0;0;0
413;508;"Heart-to-heart";1;0;0;0;26;0;0;0;0;0;0;0;0
414;509;"Raise Affinity in combat";7;0;0;0;0;0;0;0;0;0;0;0;0
415;511;"Evade an attack";5;0;0;0;0;0;0;0;0;0;0;0;0
416;512;"Evade an attack";7;0;0;0;0;0;0;0;0;0;0;0;0
417;513;"Evade an attack";9;0;0;0;0;0;0;0;0;0;0;0;0
418;514;"Evade an attack";10;0;0;0;0;0;0;0;0;0;0;0;0
419;515;"Block an attack";2;0;0;0;0;0;0;0;0;0;0;0;0
420;516;"Block an attack";5;0;0;0;0;0;0;0;0;0;0;0;0
421;517;"Block an attack";7;0;0;0;0;0;0;0;0;0;0;0;0
422;518;"Block an attack";9;0;0;0;0;0;0;0;0;0;0;0;0
423;519;"Block an attack";10;0;0;0;0;0;0;0;0;0;0;0;0
424;521;"Finish an enemy - Normal";5;0;0;0;0;0;0;1011;0;0;0;0;0
425;522;"Finish an enemy - Normal";5;0;0;0;0;0;0;876;0;0;0;0;0
426;523;"Gather item from Collectibles list - Insect type";20;0;0;0;0;0;0;0;0;0;18;0;0
427;524;"Gather item from Collectibles list - Insect type";25;0;0;0;0;0;0;0;0;0;18;0;0
428;525;"Gather item from Collectibles list - Insect type";30;0;0;0;0;0;0;0;0;0;18;0;0
429;527;"Use pouch item (Aegaeon's fav - Staple Foods)";4;0;0;0;0;0;0;0;0;0;0;33;0
430;528;"Use pouch item (Aegaeon's fav - Art)";2;0;0;0;0;0;0;0;0;0;0;34;0
431;530;"Trust";100;0;0;0;0;0;0;0;0;0;0;0;0
432;531;"Trust";1300;0;0;0;0;0;0;0;0;0;0;0;0
433;532;"Merc Mission";1;0;0;0;0;0;272;0;0;0;0;0;0
434;533;"Trust";9800;0;0;0;0;0;0;0;0;0;0;0;0
435;535;"Finish an enemy - Volff Species";6;0;0;0;0;0;0;0;90;0;0;0;0
436;536;"Blade combo";7;0;0;0;0;0;0;0;0;0;0;0;0
437;537;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
438;538;"Finish an enemy - Unique";1;0;0;0;0;0;0;58;0;0;0;0;0
439;540;"Use a move";7;0;0;0;0;0;0;0;0;539;0;0;0
440;541;"Driver combo";7;0;0;0;0;0;0;0;0;0;0;0;0
441;542;"Use a move";9;0;0;0;0;0;0;0;0;539;0;0;0
442;543;"Use a move";10;0;0;0;0;0;0;0;0;539;0;0;0
443;545;"Driver combo";5;0;0;0;0;0;0;0;0;0;0;0;0
444;546;"Use pouch item (Godfrey's fav - Meat type)";4;0;0;0;0;0;0;0;0;0;0;35;0
445;547;"Talk with Godfrey in Uraya";1;0;0;124;0;0;0;0;0;0;0;0;0
446;548;"Driver combo finisher";3;0;0;0;0;0;0;0;0;0;0;0;0
447;550;"Block an attack";5;0;0;0;0;0;0;0;0;0;0;0;0
448;551;"Block an attack";7;0;0;0;0;0;0;0;0;0;0;0;0
449;552;"Block an attack";9;0;0;0;0;0;0;0;0;0;0;0;0
450;553;"Block an attack";10;0;0;0;0;0;0;0;0;0;0;0;0
451;555;"Raise Affinity in combat";2;0;0;0;0;0;0;0;0;0;0;0;0
452;556;"Raise Affinity in combat";5;0;0;0;0;0;0;0;0;0;0;0;0
453;557;"Raise Affinity in combat";6;0;0;0;0;0;0;0;0;0;0;0;0
454;558;"Heart-to-heart";1;0;0;0;55;0;0;0;0;0;0;0;0
455;559;"Deal a certain amount of total damage";200;0;0;0;0;0;0;0;0;0;0;0;0
456;560;"Deal a certain amount of total damage";8000;0;0;0;0;0;0;0;0;0;0;0;0
457;561;"Deal a certain amount of total damage";16000;0;0;0;0;0;0;0;0;0;0;0;0
458;562;"Deal a certain amount of total damage";32000;0;0;0;0;0;0;0;0;0;0;0;0
459;563;"Deal a certain amount of total damage";48000;0;0;0;0;0;0;0;0;0;0;0;0
460;565;"Merc Mission";1;0;0;0;0;0;140;0;0;0;0;0;0
461;566;"Merc Mission";1;0;0;0;0;0;93;0;0;0;0;0;0
462;568;"Merc Mission";1;0;0;0;0;0;141;0;0;0;0;0;0
463;569;"Merc Mission";1;0;0;0;0;0;229;0;0;0;0;0;0
464;571;"Merc Mission";1;0;0;0;0;0;200;0;0;0;0;0;0
465;572;"Trust";3800;0;0;0;0;0;0;0;0;0;0;0;0
466;574;"Trust";100;0;0;0;0;0;0;0;0;0;0;0;0
467;575;"Heart-to-heart";1;0;0;0;68;0;0;0;0;0;0;0;0
468;576;"Side-quest";1;0;0;0;0;126;0;0;0;0;0;0;0
469;577;"Trust";9800;0;0;0;0;0;0;0;0;0;0;0;0
470;579;"Finish an enemy - Unique";1;0;0;0;0;0;0;434;0;0;0;0;0
471;580;"Finish an enemy - Unique (Any in Leftheria)";2;0;0;365;0;0;0;0;0;0;0;0;0
472;581;"Finish an enemy - Unique (Any in Cliffs of Morytha)";2;0;0;420;0;0;0;0;0;0;0;0;0
473;582;"Finish an enemy - Unique (Any in Land of Morytha)";2;0;0;437;0;0;0;0;0;0;0;0;0
474;584;"Finish an enemy - Normal";4;0;0;0;0;0;0;235;0;0;0;0;0
475;585;"Finish an enemy - Normal";5;0;0;0;0;0;0;424;0;0;0;0;0
476;586;"Finish an enemy - Normal";4;0;0;0;0;0;0;129;0;0;0;0;0
477;587;"Finish an enemy - Any";40;0;0;0;0;0;0;0;0;0;0;0;0
478;589;"Blade combo";5;0;0;0;0;0;0;0;0;0;0;0;0
479;590;"Blade combo";7;0;0;0;0;0;0;0;0;0;0;0;0
480;591;"Blade combo";10;0;0;0;0;0;0;0;0;0;0;0;0
481;592;"Finish with a blade combo";3;0;0;0;0;0;0;0;0;0;0;0;0
482;593;"Blade combo";2;0;0;0;0;0;0;0;0;0;0;0;0
483;594;"Driver combo";5;0;0;0;0;0;0;0;0;0;0;0;0
484;595;"Driver combo";7;0;0;0;0;0;0;0;0;0;0;0;0
485;596;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
486;597;"Driver combo finisher";3;0;0;0;0;0;0;0;0;0;0;0;0
487;599;"Deal a certain amount of total damage";8000;0;0;0;0;0;0;0;0;0;0;0;0
488;600;"Deal a certain amount of total damage";16000;0;0;0;0;0;0;0;0;0;0;0;0
489;601;"Deal a certain amount of total damage";32000;0;0;0;0;0;0;0;0;0;0;0;0
490;602;"Deal a certain amount of total damage";48000;0;0;0;0;0;0;0;0;0;0;0;0
491;604;"Deal a critical hit";5;0;0;0;0;0;0;0;0;0;0;0;0
492;605;"Deal a critical hit";7;0;0;0;0;0;0;0;0;0;0;0;0
493;606;"Deal a critical hit";8;0;0;0;0;0;0;0;0;0;0;0;0
494;607;"Deal a critical hit";10;0;0;0;0;0;0;0;0;0;0;0;0
495;609;"Use pouch item (Wulfric's fav - Staple Foods type)";4;0;0;0;0;0;0;0;0;0;10;0;0
496;610;"Merc Mission - (Any)";2;0;0;0;0;0;0;0;0;0;0;0;0
497;611;"Use pouch item (Wulfric's fav - seafood type)";4;0;0;0;0;0;0;0;0;0;0;37;0
498;612;"Speak to an Ardanian";20;4;0;0;0;0;0;0;0;0;0;0;0
499;614;"Finish an enemy - Normal";4;0;0;0;0;0;0;229;0;0;0;0;0
500;615;"Speak to a Gromotti";10;2;0;0;0;0;0;0;0;0;0;0;0
501;616;"Merc Mission - (Any)";4;0;0;0;0;0;0;0;0;0;0;0;0
502;617;"Finish an enemy - Normal";4;0;0;0;0;0;0;29;0;0;0;0;0
503;619;"Use pouch item (Wulfric's fav - Literature type)";2;0;0;0;0;0;0;0;0;0;6;0;0
504;620;"Use pouch item (Wulfric's fav - Board Games type)";2;0;0;0;0;0;0;0;0;0;0;38;0
505;621;"Speak to a Tantalese person";15;6;0;0;0;0;0;0;0;0;0;0;0
506;622;"Merc Mission - (Any)";6;0;0;0;0;0;0;0;0;0;0;0;0
507;624;"Trust";100;0;0;0;0;0;0;0;0;0;0;0;0
508;625;"Trust";1300;0;0;0;0;0;0;0;0;0;0;0;0
509;626;"Trust";3800;0;0;0;0;0;0;0;0;0;0;0;0
510;627;"Trust";9800;0;0;0;0;0;0;0;0;0;0;0;0
511;629;"Use pouch item (Perceval's fav - Drinks type)";5;0;0;0;0;0;0;0;0;0;5;0;0
512;630;"Side-quest";1;0;0;0;0;100;0;0;0;0;0;0;0
513;631;"Blade combo";10;0;0;0;0;0;0;0;0;0;0;0;0
514;632;"Blade combo finisher";3;0;0;0;0;0;0;0;0;0;0;0;0
515;634;"Driver combo";5;0;0;0;0;0;0;0;0;0;0;0;0
516;635;"Finish an enemy - Normal";5;0;0;0;0;0;0;822;0;0;0;0;0
517;636;"Use a move";9;0;0;0;0;0;0;0;0;633;0;0;0
518;637;"Finish an enemy - Unique";1;0;0;0;0;0;0;133;0;0;0;0;0
519;639;"Finish an enemy - Normal";5;0;0;0;0;0;0;515;0;0;0;0;0
520;640;"Use a move";6;0;0;0;0;0;0;0;0;638;0;0;0
521;641;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
522;642;"Heart-to-heart";1;0;0;0;54;0;0;0;0;0;0;0;0
523;644;"Finish an enemy - Any";10;0;0;0;0;0;0;0;0;0;0;0;0
524;645;"Finish an enemy - Any";20;0;0;0;0;0;0;0;0;0;0;0;0
525;646;"Finish an enemy - Any";30;0;0;0;0;0;0;0;0;0;0;0;0
526;647;"Finish an enemy - Any";40;0;0;0;0;0;0;0;0;0;0;0;0
527;649;"Collect an HP Potion";10;0;0;0;0;0;0;0;0;0;0;0;0
528;650;"Collect an HP Potion";15;0;0;0;0;0;0;0;0;0;0;0;0
529;651;"Collect an HP Potion";20;0;0;0;0;0;0;0;0;0;0;0;0
530;652;"Collect an HP Potion";30;0;0;0;0;0;0;0;0;0;0;0;0
531;653;"Finish an enemy - Any";5;0;0;0;0;0;0;0;0;0;0;0;0
532;654;"Finish an enemy - Igna Species";6;0;0;0;0;0;0;0;44;0;0;0;0
533;655;"Finish an enemy - Igna Species";6;0;0;0;0;0;0;0;44;0;0;0;0
534;656;"Finish an enemy - Tirkin Species";4;0;0;0;0;0;0;0;85;0;0;0;0
535;657;"Finish an enemy - Normal";5;0;0;0;0;0;0;570;0;0;0;0;0
536;659;"Finish an enemy - Normal";4;0;0;0;0;0;0;242;0;0;0;0;0
537;660;"Finish an enemy - Normal";5;0;0;0;0;0;0;891;0;0;0;0;0
538;661;"Use pouch item (Perceval's fav - Drinks type)";2;0;0;0;0;0;0;0;0;0;5;0;0
539;662;"Use pouch item (Perceval's fav - Instruments type)";2;0;0;0;0;0;0;0;0;0;0;39;0
540;663;"Use pouch item (Perceval's fav - Art type)";2;0;0;0;0;0;0;0;0;0;1;0;0
541;665;"Go to location - Nopon Pioneers' Spring";1;0;0;223;0;0;0;0;0;0;0;0;0
542;666;"Go to location - Lost Capital Judicium";1;0;0;288;0;0;0;0;0;0;0;0;0
543;668;"Trust";100;0;0;0;0;0;0;0;0;0;0;0;0
544;669;"Trust";1300;0;0;0;0;0;0;0;0;0;0;0;0
545;670;"Trust";3800;0;0;0;0;0;0;0;0;0;0;0;0
546;671;"Trust";9800;0;0;0;0;0;0;0;0;0;0;0;0
547;673;"Use a move";10;0;0;0;0;0;0;0;0;672;0;0;0
548;674;"Finish an enemy - Normal";5;0;0;0;0;0;0;257;0;0;0;0;0
549;675;"Use a move";12;0;0;0;0;0;0;0;0;672;0;0;0
550;676;"Blade combo finisher";3;0;0;0;0;0;0;0;0;0;0;0;0
551;678;"Finish an enemy - Normal";5;0;0;0;0;0;0;664;0;0;0;0;0
552;679;"Use a move";8;0;0;0;0;0;0;0;0;677;0;0;0
553;680;"Finish an enemy - Normal";5;0;0;0;0;0;0;636;0;0;0;0;0
554;681;"Use a move";10;0;0;0;0;0;0;0;0;677;0;0;0
555;683;"Use a move";5;0;0;0;0;0;0;0;0;682;0;0;0
556;684;"Driver combo";7;0;0;0;0;0;0;0;0;0;0;0;0
557;685;"Use a move";7;0;0;0;0;0;0;0;0;682;0;0;0
558;686;"Side-quest";1;0;0;0;0;109;0;0;0;0;0;0;0
559;688;"Blade combo";5;0;0;0;0;0;0;0;0;0;0;0;0
560;689;"Finish an enemy - Normal";4;0;0;0;0;0;0;836;0;0;0;0;0
561;690;"Blade combo";10;0;0;0;0;0;0;0;0;0;0;0;0
562;691;"Finish an enemy - Normal";5;0;0;0;0;0;0;891;0;0;0;0;0
563;692;"Blade combo";2;0;0;0;0;0;0;0;0;0;0;0;0
564;693;"Driver combo";5;0;0;0;0;0;0;0;0;0;0;0;0
565;694;"Blade combo";7;0;0;0;0;0;0;0;0;0;0;0;0
566;695;"Finish an enemy - Normal";4;0;0;0;0;0;0;889;0;0;0;0;0
567;696;"Finish an enemy - Normal";4;0;0;0;0;0;0;885;0;0;0;0;0
568;698;"Finish an enemy - Any";10;0;0;0;0;0;0;0;0;0;0;0;0
569;699;"Finish an enemy - Any";20;0;0;0;0;0;0;0;0;0;0;0;0
570;700;"Finish an enemy - Any";30;0;0;0;0;0;0;0;0;0;0;0;0
571;701;"Finish an enemy - Any";40;0;0;0;0;0;0;0;0;0;0;0;0
572;703;"Heart-to-heart";1;0;0;0;72;0;0;0;0;0;0;0;0
573;704;"Finish an enemy - Normal";5;0;0;0;0;0;0;891;0;0;0;0;0
574;705;"Talk to old lady at Future Crafts in Fonsett Village";1;0;0;370;0;0;0;0;0;0;0;0;0
575;706;"Make fabric (Previous instances count towards total)";10;0;0;370;0;0;0;0;0;0;0;0;0
576;707;"Make fabric (Previous instances count towards total)";50;0;0;370;0;0;0;0;0;0;0;0;0
577;709;"Speak to women";30;0;0;0;0;0;0;0;0;0;0;0;0
578;710;"Speak to women";50;0;0;0;0;0;0;0;0;0;0;0;0
579;712;"Trust";100;0;0;0;0;0;0;0;0;0;0;0;0
580;713;"Get some ore at the quarry in Uraya";1;0;0;174;0;0;0;0;0;0;0;0;0
581;714;"Mine in every area";8;0;0;0;0;0;0;0;0;0;0;0;0
582;715;"Side-quest";1;0;0;0;0;78;0;0;0;0;0;0;0
583;717;"Use a move";10;0;0;0;0;0;0;0;0;716;0;0;0
584;718;"Finish an enemy - Normal";4;0;0;0;0;0;0;231;0;0;0;0;0
585;719;"Use a move";12;0;0;0;0;0;0;0;0;716;0;0;0
586;720;"Finish an enemy - Unique";1;0;0;0;0;0;0;945;0;0;0;0;0
587;722;"Use a move";7;0;0;0;0;0;0;0;0;721;0;0;0
588;723;"Finish an enemy - Arachno Species";5;0;0;0;0;0;0;0;6;0;0;0;0
589;724;"Finish an enemy - Normal";4;0;0;0;0;0;0;621;0;0;0;0;0
590;725;"Finish an enemy - Unique";1;0;0;0;0;0;0;687;0;0;0;0;0
591;727;"Finish an enemy - Normal";4;0;0;0;0;0;0;265;0;0;0;0;0
592;728;"Use a move";6;0;0;0;0;0;0;0;0;726;0;0;0
593;729;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
594;730;"Finish an enemy - Unique";1;0;0;0;0;0;0;58;0;0;0;0;0
595;731;"Driver combo";2;0;0;0;0;0;0;0;0;0;0;0;0
596;732;"Blade combo";5;0;0;0;0;0;0;0;0;0;0;0;0
597;733;"Blade combo";7;0;0;0;0;0;0;0;0;0;0;0;0
598;734;"Chain attack";5;0;0;0;0;0;0;0;0;0;0;0;0
599;735;"Blade combo";12;0;0;0;0;0;0;0;0;0;0;0;0
600;737;"Chain attack";2;0;0;0;0;0;0;0;0;0;0;0;0
601;738;"Chain attack";4;0;0;0;0;0;0;0;0;0;0;0;0
602;739;"Blade combo";10;0;0;0;0;0;0;0;0;0;0;0;0
603;740;"Chain attack";5;0;0;0;0;0;0;0;0;0;0;0;0
604;742;"Driver combo";5;0;0;0;0;0;0;0;0;0;0;0;0
605;743;"Driver combo";7;0;0;0;0;0;0;0;0;0;0;0;0
606;744;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
607;745;"Driver combo";12;0;0;0;0;0;0;0;0;0;0;0;0
608;746;"Listen to what Agate wants do to at the inn in Uraya";1;0;0;126;0;0;0;0;0;0;0;0;0
609;747;"Obtain ore and get it appraised at a jeweler";4;0;0;0;0;0;0;0;0;0;0;0;0
610;748;"Obtain ore and get it appraised at a jeweler";8;0;0;0;0;0;0;0;0;0;0;0;0
611;750;"Collect ore";25;0;0;0;0;0;0;0;0;0;0;0;0
612;751;"Collect ore";27;0;0;0;0;0;0;0;0;0;0;0;0
613;753;"Collect stuff";7;0;0;0;0;0;0;0;0;0;0;0;0
614;754;"Heart-to-heart";1;0;0;0;42;0;0;0;0;0;0;0;0
615;756;"Trust";100;0;0;0;0;0;0;0;0;0;0;0;0
616;757;"Trust";1300;0;0;0;0;0;0;0;0;0;0;0;0
617;758;"Trust";3800;0;0;0;0;0;0;0;0;0;0;0;0
618;759;"Trust";9800;0;0;0;0;0;0;0;0;0;0;0;0
619;761;"Use a move";10;0;0;0;0;0;0;0;0;760;0;0;0
620;762;"Driver combo";7;0;0;0;0;0;0;0;0;0;0;0;0
621;763;"Blade combo";10;0;0;0;0;0;0;0;0;0;0;0;0
622;764;"Use a move";13;0;0;0;0;0;0;0;0;760;0;0;0
623;766;"Use a move";7;0;0;0;0;0;0;0;0;765;0;0;0
624;767;"Finish an enemy - Normal";5;0;0;0;0;0;0;420;0;0;0;0;0
625;768;"Chain attack";5;0;0;0;0;0;0;0;0;0;0;0;0
626;769;"Finish an enemy - Unique";1;0;0;0;0;0;0;10;0;0;0;0;0
627;771;"Blade combo";5;0;0;0;0;0;0;0;0;0;0;0;0
628;772;"Use a move";6;0;0;0;0;0;0;0;0;770;0;0;0
629;773;"Driver combo";10;0;0;0;0;0;0;0;0;0;0;0;0
630;774;"Driver combo finisher";3;0;0;0;0;0;0;0;0;0;0;0;0
631;775;"Help an incapacitated ally";3;0;0;0;0;0;0;0;0;0;0;0;0
632;776;"Help an incapacitated ally";2;0;0;0;0;0;0;0;0;0;0;0;0
633;777;"Get a Blade as an ally";15;0;0;0;0;0;0;0;0;0;0;0;0
634;778;"Help an incapacitated ally";5;0;0;0;0;0;0;0;0;0;0;0;0
635;779;"Get a Blade as an ally";30;0;0;0;0;0;0;0;0;0;0;0;0
636;781;"Block an attack";5;0;0;0;0;0;0;0;0;0;0;0;0
637;782;"Use pouch item (Gorg's fav - Literature)";2;0;0;0;0;0;0;0;0;0;0;46;0
638;783;"Block an attack";9;0;0;0;0;0;0;0;0;0;0;0;0
639;784;"Block an attack";10;0;0;0;0;0;0;0;0;0;0;0;0
640;786;"Finish an enemy - Normal";4;0;0;0;0;0;0;2;0;0;0;0;0
641;787;"Finish an enemy - Normal";5;0;0;0;0;0;0;689;0;0;0;0;0
642;788;"Finish an enemy - Normal";4;0;0;0;0;0;0;4;0;0;0;0;0
643;789;"Finish an enemy - Normal";4;0;0;0;0;0;0;638;0;0;0;0;0
644;790;"Collect owner bonuses";1;0;0;0;0;0;0;0;0;0;0;0;0
645;791;"Collect owner bonuses";3;0;0;0;0;0;0;0;0;0;0;0;0
646;792;"Collect owner bonuses";5;0;0;0;0;0;0;0;0;0;0;0;0
647;794;"Heart-to-heart";1;0;0;0;56;0;0;0;0;0;0;0;0
648;795;"Merc Mission - (Any)";4;0;0;0;0;0;0;0;0;0;0;0;0
649;796;"Side-quest";1;0;0;0;0;81;0;0;0;0;0;0;0
650;797;"Make desserts at Just Desserts (Previous instances count towards total)";10;0;0;143;0;0;0;0;0;0;0;0;0
651;798;"Make desserts at Just Desserts (Previous instances count towards total)";50;0;0;143;0;0;0;0;0;0;0;0;0
652;800;"Go to Goldmouth Warehouse in Argentum and fill the food stash with cooked food";100;0;0;15;0;0;0;0;0;0;0;0;0
653;801;"Go to Goldmouth Warehouse in Argentum and fill the food stash with desserts";100;0;0;15;0;0;0;0;0;0;0;0;0
654;802;"Go to Goldmouth Warehouse in Argentum and fill the food stash with plant-based food";100;0;0;15;0;0;0;0;0;0;0;0;0
655;803;"Go to Goldmouth Warehouse in Argentum and fill the food stash with interesting drinks";100;0;0;15;0;0;0;0;0;0;0;0;0
656;805;"Use pouch item (Staple Foods type)";1;0;0;0;0;0;0;0;0;0;10;0;0
657;806;"Use pouch item (Staple Foods type)";4;0;0;0;0;0;0;0;0;0;10;0;0
658;807;"Use pouch item (Staple Foods type)";4;0;0;0;0;0;0;0;0;0;10;0;0
659;808;"Use pouch item (Staple Foods type)";5;0;0;0;0;0;0;0;0;0;10;0;0
660;810;"Use pouch item (Seafood type)";1;0;0;0;0;0;0;0;0;0;9;0;0
661;811;"Use pouch item (Seafood type)";4;0;0;0;0;0;0;0;0;0;9;0;0
662;812;"Use pouch item (Seafood type)";4;0;0;0;0;0;0;0;0;0;9;0;0
663;813;"Use pouch item (Seafood type)";5;0;0;0;0;0;0;0;0;0;9;0;0
664;815;"Use pouch item (Sweets type)";1;0;0;0;0;0;0;0;0;0;4;0;0
665;816;"Use pouch item (Sweets type)";4;0;0;0;0;0;0;0;0;0;4;0;0
666;817;"Use pouch item (Sweets type)";4;0;0;0;0;0;0;0;0;0;4;0;0
667;818;"Use pouch item (Sweets type)";5;0;0;0;0;0;0;0;0;0;4;0;0
